name,info,description,url
"AAS 322 / ENVIRON 335. Introduction to Environment Politics:  Race, Class, and Gender",(4; 3 in the half-term). (SS). (R&E). May not be repeated for credit. (Cross-Area Courses).,"This course analyzes the development of political action from the 1860s to the present.  It will analyze the role of race, gender, and class in defining environmental issues and environmental action.","['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=AAS&catalog=322', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=AAS&catalog=322', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=AAS&catalog=322']"
AAS 323 / HISTORY 388 / WGS 323. Black Feminist Thought and Practice,(3). May not be repeated for credit.,"This course explores the production and practice of black feminist theory in 20th century America. It examines the written work and the activism of African American women and looks at the ways their theory and practice historically intersect around questions of race, class, sexuality, nationality and gender. Using both primary and secondary sources, the course is also concerned with the various articulations of black feminism (e.g. womanism, critical race feminism, transnational black feminism, hip hop feminism, etc.).",['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=AAS&catalog=323']
"AAS 324. Dealing with the Past and Doing Justice in Africa:  South Africa, Rwanda, Sierra Leone","AAS 111 and AAS 200, prior coursework in comparative politics, international relations, or permission of instructor. (3). May not be repeated for credit.","This course focuses on three transitional societies in Africa emerging from national nightmares and confronting their past: South Africa, Rwanda and Sierra Leone. Considering the political realities in each country, this course explores the opportunities and limitations of the different forums, and the dilemmas they present for enforcement, sovereignty, and justice. The course finally looks at the structure and functions of the controversial International Criminal Court and its potential to be an instrument for ensuring global accountability for the most serious crimes.",[]
"AAS 328 / WGS 328. Women, Agency and Sexual Safety",One course inWGS (WOMENSTD) or AAS. (3). May not be repeated for credit.,"This course takes a transnational perspective on the purpose, development, and utilization of different kinds of reproductive technologies. Feminist critiques and analyses of the role of reproductive technologies in Africa, U.S., and global contexts are central to the course.",['FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=AAS&catalog=328']
AAS 330 / RCSSCI 330. Urban and Community Studies I,(4). May not be repeated for credit.,An interdisciplinary course using faculty and community resources to provide a broad exposure to urban settings and the forces at work within them.,"['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=AAS&catalog=330', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=AAS&catalog=330', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=AAS&catalog=330']"
AAS 331 / PSYCH 316. The World of the Black Child,One course in Psychology or Afro-American and African Studies. (3). May not be repeated for credit. (Cross-Area Courses).,,"['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=AAS&catalog=331', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=AAS&catalog=331', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=AAS&catalog=331', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=AAS&catalog=331', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=AAS&catalog=331']"
AAS 333. Perspectives in Afro-American History,AAS 201. (4; 3 in the half-term). May not be repeated for credit. (African-American Studies). Sp.,A seminar-like course emphasizing a theoretical approach to Black historical inquiry.  An attempt is made to group the meaning and implications of various developments in Black history.,[]
"AAS 336 / HISTORY 336 / WGS 336. Black Women in the United States, Part I: From the American Revolution through the Women's Era",AAS 201. (3). May not be repeated for credit. No credit granted to those who completed AAS 337 prior to Winter 2012.,"This course explores the history of African-American women from the American Revolution through the passage of the nineteenth amendment in 1920. Through the secondary work of historians and readings of primary sources, students will examine a variety of topics including work, the family, the construction of race and gender, politics, the law and sexuality.  The course will also consider the various ways in which historians have theorized about black women's pasts and ask how those theories may help to inform our approaches to the telling of history.",[]
AAS 338 / ENGLISH 379. Literature in Afro-American Culture,AAS 201. (3). (HU). May not be repeated for credit.,,"['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=AAS&catalog=338', 'FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=AAS&catalog=338', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=AAS&catalog=338', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=AAS&catalog=338', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=AAS&catalog=338', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=AAS&catalog=338']"
AAS 340 / AMCULT 340. A History of Blacks in American Film,AAS 201. (3). May not be repeated for credit. (African-American Studies). Sp.,,"['SP 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2280&cgtype=ug&show=20&department=AAS&catalog=340', 'SP 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2230&cgtype=ug&show=20&department=AAS&catalog=340']"
"AAS 345 / ASIAN 345 / RCSSCI 346. Genocide and Trauma in Southeast Asia, Africa, and Europe in the Twentieth Century",(3). (HU). May not be repeated for credit.,"This course begins with an introduction to the study of memory, history, and trauma that draws primarily on materials that concern cases of mass violence and its remembrance during the Holocaust before turning to modern examples of genocide in Southeast Asia and Africa.",[]
AAS 346 / ENGLISH 389 / HISTORY 362. Literature in African History,(3). (HU). (R&E). May not be repeated for credit.,"This course explores the intersection of African history and literature, of imagination and politics. We study how African writers participated in the political and moral arguments of their time. In epic dramas, in novels, in poetry and in autobiographies, African composers conjured up audiences, offered a shared vision of the past and the future, and set them on a forward path together.","['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=AAS&catalog=346', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=AAS&catalog=346']"
AAS 347 / RCSSCI 343 / SOC 335. Urban Inequality in America,One course in introductory sociology. (4; 3 in the half-term). (SS). May not be repeated for credit. No credit granted to students who are enrolled in or have completed SOC 435 or SOC 535.,This course examines three questions: (1) Why are American cities and suburbs so racially and economically segregated? (2) What are the consequences of living apart? (3) What are the challenges of living together? The role of race and policy is interrogated. The class focuses primarily on Black and White communities.,"['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=AAS&catalog=347', 'SP 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2280&cgtype=ug&show=20&department=AAS&catalog=347', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=AAS&catalog=347', 'SP 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2230&cgtype=ug&show=20&department=AAS&catalog=347', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=AAS&catalog=347']"
AAS 353 / ANTHRCUL 353. Urban Ethnography and the Black Experience,(3). (SS). May not be repeated for credit.,"This course introduces students to the U.S. black, black-feminist and urban anthropological traditions, centering scholarship that attempts to use ethnographic methods to revise traditional disciplinary standards of evidence, ethics and approach. In so doing, the course seeks to hone students' ability to critically evaluate representations of black peoples' lived experiences and perspectives.",['WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=AAS&catalog=353']
AAS 354 / HONORS 354 / RCHUMS 354 / WGS 354. Race and Identity in Music,(3). (HU). (R&E). May not be repeated for credit.,"This course explores the parameters of racial and ethnic identities in music; primarily but not exclusively in Western art music (commonly known as ""classical music""). The focus is on understanding how racial and ethnic differences can be portrayed musically. Case studies are drawn from the late eighteenth century through the present with a strong emphasis on the nineteenth century and opera.","['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=AAS&catalog=354', 'SP 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2280&cgtype=ug&show=20&department=AAS&catalog=354', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=AAS&catalog=354', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=AAS&catalog=354']"
AAS 355 / ANTHRCUL 355 / HISTORY 355. Health and Illness in African Worlds,(4; 3 in the half-term). (R&E). May not be repeated for credit. (African Studies).,"Changes in disease, epidemiology, and health and healing practices in African continental and Atlantic worlds from the fifteenth century, as Africans encountered new forms of medicine, slavery, colonialism, epidemic, famine, and war.  Designed for concentrators in History and Afroamerican and African Studies and/or students seeking careers in medicine, public health, and medical anthropology.",[]
AAS 356 / POLSCI 355. Democracy and Development in Africa,(4). May not be repeated for credit.,"This course investigates the deep historical and more contemporary explanations for these diverse political and economic outcomes, through case studies of political development in particular countries, analyses of broader patterns for the continent as a whole, and consideration of Africa in the context of the broader developing world.","['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=AAS&catalog=356', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=AAS&catalog=356', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=AAS&catalog=356']"
AAS 358. Topics in Black World Studies,(3). May be repeated for a maximum of 6 credits.,,"['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=AAS&catalog=358', 'FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=AAS&catalog=358', 'SU 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2300&cgtype=ug&show=20&department=AAS&catalog=358', 'SP 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2280&cgtype=ug&show=20&department=AAS&catalog=358', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=AAS&catalog=358', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=AAS&catalog=358', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=AAS&catalog=358', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=AAS&catalog=358']"
